batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_09,batch_09__r399_meijiyasudalifeinsurance__20240__annualreport__tcfd,r399_meijiyasudalifeinsurance__20240__annualreport,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,well as health and productivity management· · · 78 Push Ahead Further with IT- and Digital-Related Investment (DX strategy 2.0) · · · · · · · · · · · · · · · · · · · 80 Promoting Sustainability Management Environmental Protection and Climat,2,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__gri,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,Suncor Energy Inc. | Report on Sustainability 2023 | 67 Glossary Term Definition Link ACA Alberta Conservation Association Webpage link COSIA Canada's Oil Sands Innovation Alliance Webpage link CCND Commerce City-North Denver Air Monitoring,67,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__ghg_protocol,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,(clays) or residual bitumen or other hydrocarbons. Greenhouse gas (GHG) The six gases listed in the Kyoto Protocol: carbon dioxide (CO2); methane (CH4); nitrous oxide (N2O); hydrofluorocarbons (HFCs); perfluorocarbons (PFCs); and sulphur he,68,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__sasb,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,e (ESG) frameworks and standards that help shape the content and materiality of the Report on Sustainability. Details on alignment and our responses are available in our ESG Disclosure Index. This document addresses the following: Global Re,71,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__tcfd,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,e (ESG) frameworks and standards that help shape the content and materiality of the Report on Sustainability. Details on alignment and our responses are available in our ESG Disclosure Index. This document addresses the following: Global Re,71,seed_batch_09,medium
batch_09,batch_09__r403_ubertechnologies公司__20230__esgreport__sasb,r403_ubertechnologies公司__20230__esgreport,r403_ubertechnologies公司,Uber Technologies公司,Uber Technologies公司,403,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,. . . . . . . . . . . . . . . . . . . . . . . . . . . 91 Ethics and compliance . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 96 Other performance Sustainability Accounting Standards Board . . . . . . . . . ,2,seed_batch_09,medium
batch_09,batch_09__r403_ubertechnologies公司__20230__esgreport__sbti,r403_ubertechnologies公司__20230__esgreport,r403_ubertechnologies公司,Uber Technologies公司,Uber Technologies公司,403,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"almost 12 million people worldwide are part of our membership programs. Along the way, we continued to lead on the issues that matter. On climate, we more than tripled the number of electric vehicles on the platform, and the Science Based T",3,seed_batch_09,medium
batch_09,batch_09__r403_ubertechnologies公司__20230__esgreport__tcfd,r403_ubertechnologies公司__20230__esgreport,r403_ubertechnologies公司,Uber Technologies公司,Uber Technologies公司,403,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"conduct an ESG materiality assessment refresh to identify the most relevant, or material, issues from an ESG perspective, which is a broader standard than that used in our financial disclosures. The standards of the Sustainability Accountin",7,seed_batch_09,medium
batch_09,batch_09__r403_ubertechnologies公司__20230__esgreport__ghg_protocol,r403_ubertechnologies公司__20230__esgreport,r403_ubertechnologies公司,Uber Technologies公司,Uber Technologies公司,403,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,nsplace resulted in a material difference in 2022 Scope 3 Category 11 emissions compared to 2021. This triggered a requirement to recalculate the base year emissions value for this emissions category in accordance with Uber's internal GHG i,48,seed_batch_09,medium
batch_09,batch_09__r406_suzukimotor__20240__sustainabilityreport__gri,r406_suzukimotor__20240__sustainabilityreport,r406_suzukimotor,铃木汽车,SUZUKI MOTOR,406,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"eas Included in the Environmental Initiatives 200 Third Party Guarantee 201 Company Data 203 Company Profile Corporate Governance 155 Corporate Governance and Compliance 170 Privacy, Information Security and Intellectual Property Guideline ",2,seed_batch_09,medium
batch_09,batch_09__r406_suzukimotor__20240__sustainabilityreport__tcfd,r406_suzukimotor__20240__sustainabilityreport,r406_suzukimotor,铃木汽车,SUZUKI MOTOR,406,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"eas Included in the Environmental Initiatives 200 Third Party Guarantee 201 Company Data 203 Company Profile Corporate Governance 155 Corporate Governance and Compliance 170 Privacy, Information Security and Intellectual Property Guideline ",2,seed_batch_09,medium
batch_09,batch_09__r406_suzukimotor__20240__sustainabilityreport__sasb,r406_suzukimotor__20240__sustainabilityreport,r406_suzukimotor,铃木汽车,SUZUKI MOTOR,406,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,licy. We will also review each topic periodi- cally in accordance with changes in the surrounding busi- ness environment. ■ Steps in defining materiality Step 1 Identify issues by using as reference various indices specified in the ESG guid,14,seed_batch_09,medium
batch_09,batch_09__r406_suzukimotor__20240__sustainabilityreport__ghg_protocol,r406_suzukimotor__20240__sustainabilityreport,r406_suzukimotor,铃木汽车,SUZUKI MOTOR,406,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"duct development and improvement. *1 Value chain: A method of systematizing how a series of business activities go into the creation of its ultimate value. Calculations are composed of Scope 1, Scope 2, and Scope 3 in accordance with the ca",32,seed_batch_09,medium
batch_09,batch_09__r407_haiersmarthome__20240__other__gri,r407_haiersmarthome__20240__other,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"10, sana ICH. KNIBERSECBAARMAEBWS, BBL, BBP. RERMAPHR, SARRBRAR. SBBKBRER, 5 (2024 ik) Rit ESC REBARH—N. MNSERSARACH, LB PAR ATMS ASNBA HI. RS oa hl KGS PRA US BRA RS AIRS) ( LAR eR “SERA” ) (ETA) BR C2 (HR. HERB GRATM ) (LAF RR (ESGRATM)) ",3,seed_batch_09,medium
batch_09,batch_09__r407_haiersmarthome__20240__other__sasb,r407_haiersmarthome__20240__other,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,"10, sana ICH. KNIBERSECBAARMAEBWS, BBL, BBP. RERMAPHR, SARRBRAR. SBBKBRER, 5 (2024 ik) Rit ESC REBARH—N. MNSERSARACH, LB PAR ATMS ASNBA HI. RS oa hl KGS PRA US BRA RS AIRS) ( LAR eR “SERA” ) (ETA) BR C2 (HR. HERB GRATM ) (LAF RR (ESGRATM)) ",3,seed_batch_09,medium
batch_09,batch_09__r407_haiersmarthome__20240__other__ifrs_s2,r407_haiersmarthome__20240__other,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,"10, sana ICH. KNIBERSECBAARMAEBWS, BBL, BBP. RERMAPHR, SARRBRAR. SBBKBRER, 5 (2024 ik) Rit ESC REBARH—N. MNSERSARACH, LB PAR ATMS ASNBA HI. RS oa hl KGS PRA US BRA RS AIRS) ( LAR eR “SERA” ) (ETA) BR C2 (HR. HERB GRATM ) (LAF RR (ESGRATM)) ",3,seed_batch_09,medium
batch_09,batch_09__r407_haiersmarthome__20240__other__esrs_csrd,r407_haiersmarthome__20240__other,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"RITUMMSMRHtER. ASE, MRSS Amst ESC HSBRRBARL, TMB S - iF BBAUS fo SRB—-REX) RUSIRS TSAR EM 1 (S1) 5 (BE USIR STS [i 004 BF 20241A 1 AEtte; SBRRAWA (ESCRATM), C F 2025 #1A1AEXEM; ME(PWASRAR RRA) (“CSRD “) BF 2023 #1 5 BiEst4sk, FEM 12 Ih ( BR",6,seed_batch_09,medium
batch_09,batch_09__r407_haiersmarthome__20240__other__sbti,r407_haiersmarthome__20240__other,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"ES EAA AR fine Bin Et ARMEMH MAY S210 » 2024 Sie, KERRIER (F, FAVS UNREAL . HER BRERA ‘+H HPS AGRMLIAEIS|, RBM 2024 Meee AWE, B) 2030 SCM AAEH—. REAR 10%. FR, WRASSE P MALATE, RTF 2025 ART ARP, BE “PRA, HOURORA, ito, AEE, 8 RGM MLE SAR. 1S ",86,seed_batch_09,medium
batch_09,batch_09__r409_laposte__20240__esgreport__gri,r409_laposte__20240__esgreport,r409_laposte,法国邮政,LA POSTE,409,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,CAHIER DES INDICATEURS ESG 2024 INDEX GRI-ESRS,1,seed_batch_09,medium
batch_09,batch_09__r409_laposte__20240__esgreport__esrs_csrd,r409_laposte__20240__esgreport,r409_laposte,法国邮政,LA POSTE,409,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,CAHIER DES INDICATEURS ESG 2024 INDEX GRI-ESRS,1,seed_batch_09,medium
batch_09,batch_09__r413_honeywellinternational__20250__impactreport__sbti,r413_honeywellinternational__20250__impactreport,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"all internal and external stakeholders1 >90% REDUCTION in Scope 1 and Scope 2 greenhouse gas intensity since 2004 6,800+ efficiency, emissions reduction, water and waste projects since 2010 Validated SCIENCE-BASED TARGET with Science Based ",9,seed_batch_09,medium
batch_09,batch_09__r413_honeywellinternational__20250__impactreport__ghg_protocol,r413_honeywellinternational__20250__impactreport,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"Honeywell | 17 IMPACT REPORT 2025 | PLANET REDUCING GHG EMISSIONS Honeywell reports on its global GHG emissions pursuant to Greenhouse Gas Protocol and reports through CDP, a U.K.-based organization that supports companies’ and cities’ envi",17,seed_batch_09,medium
batch_09,batch_09__r413_honeywellinternational__20250__impactreport__iso_14064_3,r413_honeywellinternational__20250__impactreport,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,ISO 14064-3,ISO 14064-3,ISO assurance system,ISO鉴证体系,Verification and assurance standard,核查与鉴证标准,Greenhouse-gas statement verification and assurance requirements.,温室气体声明核查与鉴证要求。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Verifiability|Credibility,可核查性|可信性,no,,"Honeywell | 17 IMPACT REPORT 2025 | PLANET REDUCING GHG EMISSIONS Honeywell reports on its global GHG emissions pursuant to Greenhouse Gas Protocol and reports through CDP, a U.K.-based organization that supports companies’ and cities’ envi",17,seed_batch_09,medium
batch_09,batch_09__r413_honeywellinternational__20250__impactreport__sasb,r413_honeywellinternational__20250__impactreport,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,Honeywell | 53 IMPACT REPORT 2025 | LOREN IPSUM SUPPLEMENTAL INFORMATION SASB 54 TCFD DISCLOSURE 56 DATA TABLES 61,53,seed_batch_09,medium
batch_09,batch_09__r413_honeywellinternational__20250__impactreport__tcfd,r413_honeywellinternational__20250__impactreport,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,Honeywell | 53 IMPACT REPORT 2025 | LOREN IPSUM SUPPLEMENTAL INFORMATION SASB 54 TCFD DISCLOSURE 56 DATA TABLES 61,53,seed_batch_09,medium
