company_id,company_name_en,company_name_zh,world500_rank,scope_en,basis_en,boundary_en,value_mtco2e,evidence_page,source_file,source_path,missing_emission_factor_application,missing_gwp_version_fact,missing_energy_consumption_fact,missing_economic_instrument_fact,required_action_zh,reviewer_factor_id,reviewer_gwp_version,reviewer_energy_record_id,reviewer_economic_instrument_id,reviewer_note_zh
r046_centene公司,Centene,Centene,46,Scope 1,,,0.013694,73,Centene-Corporate-Responsibility-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Centene-Corporate-Responsibility-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r046_centene公司,Centene,Centene,46,Scope 3,,,0.002019,58,Centene-Corporate-Responsibility-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Centene-Corporate-Responsibility-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 1,,,0.628,45,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 2,Market-Based,,0.7338,45,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 3,,,192.934,95,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,Scope 1,,,17.0,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\edf-urd-annual-financial-report-2024-en-accessible.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,Scope 2,,,0.66,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\edf-urd-annual-financial-report-2024-en-accessible.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r052_phillips66公司,Phillips 66,Phillips 66,52,Scope 1,,,32.7,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r052_phillips66公司,Phillips 66,Phillips 66,52,Scope 2,,,9.0,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r053_pinganinsurance,PING AN INSURANCE,中国平安保险（集团）股份有限公司,53,Scope 3,,,0.042193,136,2024中国平安可持续报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024中国平安可持续报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r061_valeroenergy,VALERO ENERGY,瓦莱罗能源公司,61,Scope 1,,,24.9,76,VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r061_valeroenergy,VALERO ENERGY,瓦莱罗能源公司,61,Scope 2,Market-Based,,4.9,20,VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r066_metaplatforms公司,Meta Platforms,Meta Platforms,66,Scope 1,,,0.048951999999999996,78,Meta-2024-Sustainability-Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Meta-2024-Sustainability-Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r066_metaplatforms公司,Meta Platforms,Meta Platforms,66,Scope 2,Market-Based,,0.002019,80,Meta-2024-Sustainability-Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Meta-2024-Sustainability-Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r066_metaplatforms公司,Meta Platforms,Meta Platforms,66,Scope 3,,,7.445621,21,Meta-2024-Sustainability-Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Meta-2024-Sustainability-Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r070_alibabagroupholding,ALIBABA GROUP HOLDING,阿里巴巴集团控股有限公司,70,Scope 1,,,0.00267,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r070_alibabagroupholding,ALIBABA GROUP HOLDING,阿里巴巴集团控股有限公司,70,Scope 2,Location-Based,,2.178169,112,2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025 阿里巴巴环境、社会和治理（ESG）报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r071_citicgroup,CITIC GROUP,中国中信集团有限公司,71,Scope 1,,,7e-06,127,2024中国中信集团有限公司环境、社会及管治报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024中国中信集团有限公司环境、社会及管治报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r073_hyundaimotor,HYUNDAI MOTOR,现代汽车,73,Scope 2,Market-Based,,1.6841199999999998,41,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r073_hyundaimotor,HYUNDAI MOTOR,现代汽车,73,Scope 3,,,147.253154,135,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r079_uniper公司,Uniper,Uniper,79,Scope 1,,,9.5,27,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,89,Scope 1,,,14.3,63,ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ROSNEFT OIL-Rosneft_SR2024_ENG.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r091_equinor公司,Equinor,Equinor,91,Scope 1,,,8.331465,117,annual-report-2024-equinor.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\annual-report-2024-equinor.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r091_equinor公司,Equinor,Equinor,91,Scope 2,Location-Based,,0.076333,117,annual-report-2024-equinor.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\annual-report-2024-equinor.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r091_equinor公司,Equinor,Equinor,91,Scope 2,Market-Based,,1.492572,117,annual-report-2024-equinor.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\annual-report-2024-equinor.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r091_equinor公司,Equinor,Equinor,91,Scope 3,,,278.128188,117,annual-report-2024-equinor.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\annual-report-2024-equinor.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r093_saicmotor,SAIC MOTOR,上海汽车集团股份有限公司,93,Scope 1,,,0.0036929999999999997,50,2024-上海汽车集团股份有限公司ESG报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024-上海汽车集团股份有限公司ESG报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r095_lifeinsurancecorpofindia,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,95,Scope 1,,,0.013107889999999999,299,LIC_Annual_Report_2023_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\LIC_Annual_Report_2023_2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r096_nestlé,NESTLÉ,雀巢公司,96,Scope 1,,,33.6,152,NESTLÉ-non-financial-statement-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\NESTLÉ-non-financial-statement-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r096_nestlé,NESTLÉ,雀巢公司,96,Scope 2,Market-Based,,2.59,40,NESTLÉ-non-financial-statement-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\NESTLÉ-non-financial-statement-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r101_eon,E.ON,意昂集团,101,Scope 1,,,3.0,46,E.ON-GB24-gesamt-EN_final.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\E.ON-GB24-gesamt-EN_final.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r101_eon,E.ON,意昂集团,101,Scope 2,Location-Based,,3.66,44,E.ON-GB24-gesamt-EN_final.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\E.ON-GB24-gesamt-EN_final.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r113_brookfield,BROOKFIELD,博枫公司,113,Scope 2,Market-Based,,255.0,60,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r116_indianoil,INDIAN OIL,印度石油公司,116,Scope 3,,,351.09,59,INDIAN OIL-IOCL-Sustainability-Report-2023-24.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\INDIAN OIL-IOCL-Sustainability-Report-2023-24.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r117_adm公司,ADM,ADM,117,Scope 2,Market-Based,,3.75,50,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r119_christiandior,CHRISTIAN DIOR,迪奥公司,119,Scope 2,,,0.289973,114,ChristianDior_2024_Annual_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ChristianDior_2024_Annual_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r119_christiandior,CHRISTIAN DIOR,迪奥公司,119,Scope 3,,,7.522618,116,ChristianDior_2024_Annual_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ChristianDior_2024_Annual_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r125_ptt,PTT,泰国国家石油有限公司,125,Scope 1,,,40.5,142,PTT One Report ENG 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PTT One Report ENG 2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r125_ptt,PTT,泰国国家石油有限公司,125,Scope 2,Location-Based,,0.18,142,PTT One Report ENG 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PTT One Report ENG 2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r125_ptt,PTT,泰国国家石油有限公司,125,Scope 2,Market-Based,,0.95,142,PTT One Report ENG 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PTT One Report ENG 2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r125_ptt,PTT,泰国国家石油有限公司,125,Scope 3,,,0.0002,152,PTT One Report ENG 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PTT One Report ENG 2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r126_axa,AXA,安盛,126,Scope 1,,,0.021054,175,axa_urd2024_accessible_va.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\axa_urd2024_accessible_va.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r126_axa,AXA,安盛,126,Scope 2,,,0.023146,175,axa_urd2024_accessible_va.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\axa_urd2024_accessible_va.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r127_fedex,FEDEX,联邦快递,127,Scope 1,,,0.010230999999999999,38,FedEx_2025_CR_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\FedEx_2025_CR_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r127_fedex,FEDEX,联邦快递,127,Scope 2,Market-Based,,0.9668709999999999,19,FedEx_2025_CR_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\FedEx_2025_CR_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r130_engie集团,Engie,Engie,130,Scope 1,,,80.489233,118,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r130_engie集团,Engie,Engie,130,Scope 3,,,7.8e-05,112,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r131_waltdisney,WALT DISNEY,华特迪士尼公司,131,Scope 1,,,0.00202,34,华特迪士尼公司-2024-SSI-Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\华特迪士尼公司-2024-SSI-Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r131_waltdisney,WALT DISNEY,华特迪士尼公司,131,Scope 3,,,8e-06,28,华特迪士尼公司-2024-SSI-Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\华特迪士尼公司-2024-SSI-Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r132_orlen,ORLEN,波兰国营石油公司,132,Scope 1,,,28.510844,159,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r132_orlen,ORLEN,波兰国营石油公司,132,Scope 2,Market-Based,,2.510119,161,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r132_orlen,ORLEN,波兰国营石油公司,132,Scope 3,,,1.1e-05,151,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
