queue_id,company_id,world500_rank,company_name_en,report_id,inventory_year,financial_subsector,cat15_disclosure_status,pcaf_standard_mentioned,financed_or_facilitated_or_insured,asset_class,portfolio_segment,absolute_emissions_mtco2e,intensity_value,intensity_unit,attribution_factor,exposure_amount,evic_or_enterprise_value,pcaf_data_quality_score,coverage_percent,scope_included,evidence_page,source_file,review_decision,reviewer_note,confidence_level
pcaf_cat15_00146,r092_humana,92,HUMANA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00147,r092_humana,92,HUMANA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00148,r092_humana,92,HUMANA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00149,r092_humana,92,HUMANA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00150,r092_humana,92,HUMANA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00151,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00152,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00153,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00154,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00155,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00156,r094_statefarminsurance,94,STATE FARM INSURANCE,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00157,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00158,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00159,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00160,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00161,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00162,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00163,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00164,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00165,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00166,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00167,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00168,r104_sociétégénérale,104,SOCIÉTÉ GÉNÉRALE,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00169,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00170,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00171,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00172,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00173,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00174,r111_morganstanley,111,MORGAN STANLEY,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00175,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00176,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00177,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00178,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00179,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00180,r113_brookfield,113,BROOKFIELD,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00181,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00182,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00183,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00184,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00185,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00186,r118_créditagricole,118,CRÉDIT AGRICOLE,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00187,r126_axa,126,AXA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00188,r126_axa,126,AXA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00189,r126_axa,126,AXA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00190,r126_axa,126,AXA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00191,r126_axa,126,AXA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00192,r126_axa,126,AXA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00193,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00194,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00195,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00196,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00197,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00198,r137_royalbankofcanada,137,ROYAL BANK OF CANADA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00199,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00200,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00201,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00202,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00203,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00204,r144_nipponlifeinsurance,144,NIPPON LIFE INSURANCE,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00205,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00206,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00207,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00208,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00209,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00210,r146_japanpostholdings,146,JAPAN POST HOLDINGS,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00211,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00212,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00213,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00214,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00215,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00216,r148_mitsubishiufjfinancialgroup,148,MITSUBISHI UFJ FINANCIAL GROUP,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00217,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00218,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00219,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00220,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00221,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00222,r154_bankofcommunications,154,BANK OF COMMUNICATIONS,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00223,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00224,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00225,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00226,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00227,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00228,r158_peoplesinsurancecoofchina,158,PEOPLE'S INSURANCE CO. OF CHINA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00229,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00230,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00231,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00232,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00233,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00234,r164_daiichilifeholdings,164,DAI-ICHI LIFE HOLDINGS,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00235,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00236,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00237,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00238,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00239,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00240,r168_torontodominionbank,168,TORONTO-DOMINION BANK,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00241,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00242,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00243,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00244,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00245,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00246,r174_法国bpce银行集团,174,BPCE Group,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00247,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00248,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00249,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00250,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00251,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00252,r178_statebankofindia,178,STATE BANK OF INDIA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00253,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00254,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00255,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00256,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00257,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00258,r179_chinamerchantsbank,179,CHINA MERCHANTS BANK,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00259,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00260,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00261,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00262,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00263,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00264,r182_ubsgroup,182,UBS GROUP,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00265,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00266,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00267,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00268,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00269,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00270,r189_itaúunibancoholding,189,ITAÚ UNIBANCO HOLDING,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00271,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00272,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00273,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00274,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00275,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00276,r195_americanexpress,195,AMERICAN EXPRESS,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00277,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00278,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00279,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00280,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00281,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
pcaf_cat15_00282,r200_bancobilbaovizcayaargentaria,200,BANCO BILBAO VIZCAYA ARGENTARIA,,,,not_assessed,,,project_finance,,,,,,,,,,,,,,,
pcaf_cat15_00283,r202_metlife,202,METLIFE,,,,not_assessed,,,business_loans_unlisted_equity,,,,,,,,,,,,,,,
pcaf_cat15_00284,r202_metlife,202,METLIFE,,,,not_assessed,,,commercial_real_estate,,,,,,,,,,,,,,,
pcaf_cat15_00285,r202_metlife,202,METLIFE,,,,not_assessed,,,listed_equity_corporate_bonds,,,,,,,,,,,,,,,
pcaf_cat15_00286,r202_metlife,202,METLIFE,,,,not_assessed,,,mortgages,,,,,,,,,,,,,,,
pcaf_cat15_00287,r202_metlife,202,METLIFE,,,,not_assessed,,,motor_vehicle_loans,,,,,,,,,,,,,,,
