retrieval_priority_rank,world500_rank,company_id,company_name_en,company_name_zh,gap_class,recommended_action_en,recommended_action_zh,acceptance_criteria_zh,forbidden_match_patterns_zh,confirmed_source_file,confirmed_source_path,confirmed_report_year,reviewer_decision,reviewer_note
404,249,r249_hbisgroup,HBIS GROUP,河钢集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
405,253,r253_chinaelectronicstechnologygroup,CHINA ELECTRONICS TECHNOLOGY GROUP,中国电子科技集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
406,254,r254_nationwide,NATIONWIDE,美国全国保险公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
407,256,r256_statepowerinvestment,STATE POWER INVESTMENT,国家电力投资集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
408,265,r265_tsingshanholdinggroup,TSINGSHAN HOLDING GROUP,青山控股集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
409,267,r267_coscoshipping,COSCO SHIPPING,中国远洋海运集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
410,274,r274_deutschebahn,DEUTSCHE BAHN,德国联邦铁路公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
411,276,r276_tysonfoods,TYSON FOODS,泰森食品,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
412,277,r277_mideagroup,MIDEA GROUP,美的集团股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
413,279,r279_chinaunitednetworkcommunications,CHINA UNITED NETWORK COMMUNICATIONS,中国联合网络通信股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
414,280,r280_libertymutualinsurancegroup,LIBERTY MUTUAL INSURANCE GROUP,美国利宝互助保险集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
415,281,r281_bankofnovascotia,BANK OF NOVA SCOTIA,加拿大丰业银行,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
416,284,r284_saintgobain,SAINT-GOBAIN,圣戈班集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
417,285,r285_shaanxiyanchangpetroleumgroup,SHAANXI YANCHANG PETROLEUM (GROUP),陕西延长石油（集团）有限责任公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
418,288,r288_nike,NIKE,耐克公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
419,291,r291_greenlandholdinggroup,GREENLAND HOLDING GROUP,绿地控股集团股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
352,292,r292_shanghaipudongdevelopmentbank,SHANGHAI PUDONG DEVELOPMENT BANK,上海浦东发展银行股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
420,293,r293_louisdreyfus,LOUIS DREYFUS,路易达孚集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
421,296,r296_kb金融集团,KB金融集团,KB金融集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
422,299,r299_oracle,ORACLE,甲骨文公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
423,300,r300_jinchuangroup,JINCHUAN GROUP,金川集团股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
424,303,r303_enterpriseproductspartners公司,Enterprise Products Partners公司,Enterprise Products Partners公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
353,304,r304_capitalonefinancial,CAPITAL ONE FINANCIAL,第一资本金融公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
425,306,r306_hdfc银行,HDFC银行,HDFC银行,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
426,307,r307_chinanationalbuildingmaterialgroup,CHINA NATIONAL BUILDING MATERIAL GROUP,中国建材集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
427,309,r309_chinastateshipbuilding,CHINA STATE SHIPBUILDING,中国船舶集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
428,312,r312_landesbankbadenwürttemberg,LANDESBANK BADEN-WÜRTTEMBERG,德国巴登-符腾堡州银行,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
429,314,r314_jingyegroup,JINGYE GROUP,敬业集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
354,316,r316_energiebadenwürttemberg,ENERGIE BADEN-WÜRTTEMBERG,巴登-符腾堡州能源公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
430,321,r321_hd现代公司,HD现代公司,HD现代公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
431,325,r325_softbankgroup,SOFTBANK GROUP,软银集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
432,328,r328_américamóvil,AMÉRICA MÓVIL,美洲电信,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
433,330,r330_zhejiangcommunicationsinvestmentgroup,ZHEJIANG COMMUNICATIONS INVESTMENT GROUP,浙江省交通投资集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
434,331,r331_chinapacificinsurancegroup,CHINA PACIFIC INSURANCE (GROUP),中国太平洋保险(集团)股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
435,332,r332_cocacola,COCA-COLA,可口可乐公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
436,336,r336_chinahuadian,CHINA HUADIAN,中国华电集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
437,337,r337_créditmutuelgroup,CRÉDIT MUTUEL GROUP,法国国民互助信贷银行集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
438,338,r338_msandad保险集团控股有限公司,MS&AD保险集团控股有限公司,MS&AD保险集团控股有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
439,340,r340_susunconstructiongroup,SUSUN CONSTRUCTION GROUP,苏商建设集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
440,341,r341_sncfgroup,SNCF GROUP,法国国营铁路集团,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
441,343,r343_chinasouthindustriesgroup,CHINA SOUTH INDUSTRIES GROUP,中国兵器装备集团公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
442,347,r347_georgeweston,GEORGE WESTON,乔治威斯顿公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
443,351,r351_chinaminshengbanking,CHINA MINSHENG BANKING,中国民生银行股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
444,354,r354_shanghaiconstructiongroup,SHANGHAI CONSTRUCTION GROUP,上海建工集团股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
445,355,r355_lg化学公司,LG化学公司,LG化学公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
446,360,r360_unitedservicesautomobileassn,UNITED SERVICES AUTOMOBILE ASSN.,联合服务汽车协会,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
447,361,r361_guangzhoumunicipalconstructiongroup,GUANGZHOU MUNICIPAL CONSTRUCTION GROUP,广州市建筑集团有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
448,362,r362_generaldynamics,GENERAL DYNAMICS,通用动力,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
449,364,r364_zijinmininggroup,ZIJIN MINING GROUP,紫金矿业集团股份有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
450,370,r370_shenzheninvestmentholdings,SHENZHEN INVESTMENT HOLDINGS,深圳市投资控股有限公司,,"Add a parent-company ESG/sustainability/climate report PDF, then update report catalog or match override.",补母公司级 ESG/可持续发展/气候报告 PDF，再更新报告目录或匹配 override。,必须是母公司主报告；需记录源文件名、完整路径、报告年份、报告标题；不得使用子公司/关联主体报告替代。,不得用简称误配、银行/能源常见缩写误配、子公司报告、供应商报告、年度财报中无 ESG/碳披露的文件替代。,,,,,
